id,type,lod,point_count,unique_point_count,surface_count,actual_volume,convex_hull_volume,obb_volume,aabb_volume,footprint_perimeter,obb_width,obb_length,surface_area,ground_area,wall_area,roof_area,ground_point_count,wall_point_count,roof_point_count,ground_surface-count,wall_surface_count,roof_surface_count,max_Z,min_Z,height_range,mean_Z,median_Z,std_Z,mode_Z,ground_Z,orientation_values,orientation_edges,errors,valid,hole_count,geometry,2d_grid_point_count,3d_grid_point_count,circularity_2d,hemisphericality_3d,convexity_2d,convexity_3d,fractality_2d,fractality_3d,rectangularity_2d,rectangularity_3d,squareness_2d,cubeness_3d,horizontal_elongation,min_vertical_elongation,max_vertical_elongation,form_factor_3D,equivalent_rectangularity_index_2d,equivalent_prism_index_3d,proximity_index_2d_,proximity_index_3d,exchange_index_2d,exchange_index_3d,spin_index_2d,spin_index_3d,perimeter_index_2d,circumference_index_3d,depth_index_2d,depth_index_3d,girth_index_2d,girth_index_3d,dispersion_index_2d,dispersion_index_3d,range_index_2d,range_index_3d,roughness_index_2d,roughness_index_3d,shared_walls_area,closest_distance
{10A31B7E-8FC2-45EE-836A-1DB9FEF06E04},Building,2,82,31,20,540.2820872722583,1147.4863634472545,1513.413211163999,2863.796444557965,37.791195670222606,5.362615253614064,15.323642122237375,633.3025885898574,58.77672249984504,453.688495467484,106.29265124234148,5,56,21,1,14,5,18.417,14.25,4.167000000000002,16.80090476190476,17.385,1.4433724696584045,17.385,0.0,"[  3.33739245   0.           0.           0.           0.
   1.95436376  74.31514557   0.           0.           0.
   0.           0.           0.           0.         250.97070771
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         108.23771103   0.           0.           0.
   0.           0.          14.87317495   0.           0.
   0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,34,"POLYGON Z ((90438.179 436077.309 0, 90445.899 436083.849 0, 90447.964 436079.754 0, 90436.479 436070.95 0, 90435.90900000001 436077.27 0, 90438.179 436077.309 0))",169,1811,0.5171707615909791,0.2639676189895302,0.889894609815351,0.4708396583024779,0.43919872203994026,0.3473997799784433,0.7152645903090686,0.35699575191147936,0.8114692015341282,0.6432466915586699,0.6500430373643391,0.16796209359627656,0.7088225414772187,0.886050182436762,0.9258798860557649,0.7533723272837968,0.7782321883745855,0.602112404151839,0.5911511593784065,-1,0.553249425097228,0.3494540964900918,0.719145855575195,0.5184542456201449,0.6621228360933452,1.2901442615731489,0.4696080667636356,1.2354995586146174,0.6491470905704156,0.6081457766944178,0.5416078836571225,0.4280290128264406,0.7407740267595851,1.5596261652433705,213.36079721543035,0.0
{BDEF757D-617B-4B9B-AFBC-91F2E16441A6},Building,2,127,45,26,2404.799507442828,2461.5643746990813,2476.6480247961363,4340.026145003925,60.555413254109624,12.07756252752687,16.184838584359472,1092.6797724977014,185.9879950002638,711.5647984972759,185.98838500031368,18,84,25,1,21,4,12.67,5.746,6.9239999999999995,11.52932,12.67,2.2207526781701734,12.67,0.0,"[  0.           0.           0.           0.           0.
   0.           0.         204.35788447   0.           0.
   0.           0.           0.           0.           0.
   0.         171.57708593   0.           0.           0.
   0.           0.           0.           0.          56.61393685
 103.22764283   0.           0.           0.           0.
   0.           0.           0.           0.         175.78824841
   0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,19,"POLYGON Z ((90769.519 435578.979 0, 90769.07900000001 435579.999 0, 90768.88900000001 435580.44 0, 90768.392 435581.593 0, 90766.349 435586.33 0, 90777.44900000001 435591.09 0, 90779.57 435586.15 0, 90778.379 435585.64 0, 90779.539 435582.929 0, 90778.839 435582.63 0, 90779.80900000001 435580.369 0, 90780.49600000001 435580.666 0, 90781.68900000001 435581.179 0, 90783.79900000001 435576.27 0, 90779.429 435574.369 0, 90776.289 435573.009 0, 90773.039 435571.599 0, 90772.739 435571.46 0, 90769.519 435578.979 0))",360,2680,0.6373659113603624,0.5070163122001975,0.9537951548594102,0.976939515439976,0.36327437993574174,0.2572759826716632,0.9514747019275185,0.97098961312469,0.9008437615980809,0.9939359808502986,0.2537730626984285,0.21716859059416904,0.046759074386198085,1.0361731390442288,0.9105099623628665,1.001899406369576,0.9441986474558013,0.9097579992936337,0.833921772586518,-1,0.8688051283510277,0.808830389153952,0.7983519971543644,0.8011084019690746,0.7710760267474752,0.7001606375325722,0.6700876611249282,0.6048944623499117,0.8319397819666204,0.8476090029773313,0.7622938128403607,0.6974291324236969,0.6870640200285328,0.7997679791282812,0.0,0.0
{D892C834-12D5-4122-A816-ED49E0609DFF},Building,2,16,8,4,1343.143654071015,1377.823767998358,1379.810054349658,2108.979444000349,39.77481782662093,6.7800556993359535,13.122912966089434,387.87271644706135,88.8460000000293,210.18071644700274,88.8460000000293,4,8,4,1,2,1,15.508000000000001,15.508000000000001,0.0,15.508000000000001,15.508000000000001,0.0,15.508000000000001,0.0,"[  0.         105.03558325   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         105.14513319
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,8,"POLYGON Z ((90741.55900000001 435852.01 0, 90748.15900000001 435850.489 0, 90745.259 435837.71 0, 90738.649 435839.219 0, 90741.55900000001 435852.01 0))",150,1656,0.7057182451244934,1.3222080769500923,1.0,0.974829789750452,0.390901509236241,0.1944127743212165,0.9985604701225482,0.9734264871001213,0.947917916875511,1.8831156600178385,0.48334217281969993,0.15379720363106575,0.5628027018741325,0.7298320036224345,1.0000618046278127,2.01382289009383,0.9065989058024305,0.8401592305721481,0.7516816250717303,-1,0.7836144517733077,0.6880822846363529,0.8400703810541671,1.5177836462155847,0.7985294646549544,1.3602704614065866,0.6370050467635496,0.9533817780050425,0.7712369358865341,0.8048593396015828,0.720056426065694,0.6391762488983224,0.8382170690750779,3.305216160606731,0.0,0.0
{B9C1A912-421A-43F2-82BE-FAE1AFC4C66D},Building,2,56,25,14,948.6771005419401,1812.3328191398641,2593.457619587373,5523.093136013132,68.81005432144836,5.669693554337544,28.923468689915783,489.55441719657944,158.94995999991153,148.8204632538742,181.78399506671045,4,34,16,1,9,4,15.815,4.261,11.553999999999998,11.4565625,12.874,4.327680065126551,15.815,0.0,"[ 0.         75.34049328  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         72.6133431   0.          0.          0.          0.
  0.          0.          0.          0.          0.86662688  0.
  0.          0.          0.          0.          0.          0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,24,"POLYGON Z ((91022.323 435828.433 0, 91015.63200000001 435800.293 0, 91010.44600000001 435801.516 0, 91016.796 435829.697 0, 91022.323 435828.433 0))",360,2257,0.421858190606908,0.658609733356425,1.0,0.5234563378884148,0.40106708399840907,0.2621217589987693,0.969282700860132,0.36579626109058133,0.732889166621488,1.183302787516098,0.8039760163235783,0.45321219354600006,0.6414989848664214,1.6463221117850333,0.9899051634831194,1.4858414729892337,0.6328339585397864,0.5510279753277507,0.47934182749975895,-1,0.35177179584263335,0.27327261702873956,0.6495061128325954,0.9537372863206053,0.5462768680069039,1.2499450100523233,0.3891460062972016,1.129866333174861,0.5652938787713768,0.5283370167662506,0.4834179043746663,0.3804713644437361,0.7329345456664955,4.490444761866795,0.0,0.0
{23D8CA22-0C82-4453-A11E-B3F2B3116DB4},Building,2,63,32,14,311.2634370418202,365.0581622424399,526.487033559609,1099.0181928955888,31.186935431688326,4.544877155199242,11.370422942952292,220.57771074111238,46.575777500012,106.55957387943042,64.01998863866817,7,36,20,1,9,4,10.188,3.767,6.421000000000001,6.46605,5.979,2.402136600507973,5.021,0.0,"[ 0.          0.          0.          0.          0.          0.
 28.46167844  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  9.33159808  0.          0.          0.          0.          0.
  0.          0.          0.         68.76629736  0.          0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,29,"POLYGON Z ((90455.959 436043.749 0, 90463.13600000001 436048.217 0, 90465.278 436044.2 0, 90455.90900000001 436038.489 0, 90455.40900000001 436039.239 0, 90454.18900000001 436041.049 0, 90456.599 436042.799 0, 90455.959 436043.749 0))",120,639,0.6017617446063531,0.7314470764737991,0.9645908393563988,0.8526406727350644,0.4417032814101517,0.2887255711615446,0.9012833435430362,0.5912081726635322,0.8753209981153373,1.2690120034546017,0.6002895250245476,0.10399111351308088,0.5538989835886099,1.0140858143688214,0.9689531950618121,1.387199450297119,0.8605844115454306,0.7499962162437562,0.688597067671437,-1,0.6926717887936055,0.550602110271912,0.7757330369439948,1.0228185695595693,0.7011764448509147,1.148852484503446,0.561660954661859,1.2919091068894186,0.7247546126793917,0.7923390327471783,0.6354452824215788,0.5944513567563728,0.7765453139946257,1.588005957832341,68.76628922303172,0.0
{78816C97-E934-4719-94F3-A10E832C0EDD},Building,2,22,10,5,119.13444920506291,672.9483764164698,724.7923707562704,1752.8332800023309,66.18211562751894,6.858501362598439,26.419488064195402,475.6503843136611,177.83028450011932,119.60688083650295,178.19463036144347,5,12,5,1,3,1,4.0,3.561,0.43900000000000006,3.7418,3.5740000000000003,0.21087285268616243,3.5740000000000003,0.0,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.         25.93594963  0.
  0.          0.          0.          0.          0.          0.
  0.         93.67093121  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,6,"POLYGON Z ((91167.07 435895.01 0, 91177.24900000001 435870.63 0, 91170.849 435868.159 0, 91161.06400000001 435892.14 0, 91160.929 435892.469 0, 91167.07 435895.01 0))",459,720,0.5101927645587244,0.08636588535641031,0.9999489145722142,0.17703356361370245,0.3821180056056387,0.48304636725283046,0.9814136545452634,0.16437045147254295,0.8059761803390497,0.30542548867047487,0.7403999144141891,0.8485966120811804,0.4167822110799225,7.34481422950264,0.996259503176759,0.39658219760643054,0.7176673729781468,0.3150527955324992,0.5510776350544796,-1,0.46204508868845173,0.08713172182945543,0.7142777922900336,0.24617171514417696,0.6147605778021662,1.3773775545371447,0.4532286080445786,1.1525753873464453,0.6163856200412665,0.3767706114701137,0.5519254686205468,0.22155286155062298,0.762976582696034,2.2800166963606054,0.0,0.0
{A5ABC066-28E2-4527-8233-653A878FE496},Building,2,114,44,27,813.7596040023886,1368.5948970976192,1761.7381174920251,3385.8525011926545,55.07189413913541,5.6468355089335365,19.38528691392721,493.96745493795186,96.52086449966684,272.04205431016277,103.6827849222517,9,76,29,1,19,7,16.094,3.43,12.664000000000001,9.276517241379311,8.664,5.339100502962761,3.483,0.0,"[3.90187176e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.61010877e+01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.30137263e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.54031171e+01 0.00000000e+00 6.06560002e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.88348466e+01 1.47267488e+01]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,56,"POLYGON Z ((90750.54900000001 435487.4 0, 90761.251 435490.2 0, 90762.739 435485.01 0, 90749.429 435481.28 0, 90744.099 435479.78 0, 90742.54900000001 435485.21 0, 90746.679 435486.289 0, 90747.38900000001 435483.789 0, 90751.32 435484.849 0, 90750.54900000001 435487.4 0))",231,1659,0.39991808064894496,0.5962869330308881,0.8985054846765193,0.5945949423953937,0.43001120456037745,0.27441703738179035,0.8817466794243733,0.46190724712299486,0.7135765655743067,1.107424139627763,0.7087050847374041,0.16978272896041635,0.6491341177498735,1.1073641299699717,0.853629808983779,1.2965334677218157,0.6978609166846874,0.6573408113504605,0.5119037174570578,-1,0.4382593793726135,0.40637877930590427,0.6323907657840562,0.8925794013817827,0.5708049621807552,1.230891006214848,0.4901792353218921,1.0342962235609934,0.6088751404146637,0.6386732378842637,0.5490451189622167,0.4553115576364808,0.5664870232837336,2.9333773351879135,24.142881510601086,0.0
{8FBED2F2-731E-4259-98E0-78A3447E6F68},Building,2,131,52,28,1355.3373168645849,2739.3821971499233,4537.869990903713,6651.549469138435,76.9942254448232,11.49030554606158,26.75317051157189,1081.6407204010331,202.31605300014738,582.991408071257,208.19142267866343,15,84,32,1,21,6,14.762,3.65,11.112,10.30375,10.65,3.8673222244209238,3.65,0.0,"[  0.           0.           0.           0.           0.
   0.         147.75759271   0.           0.           0.
   0.           0.           0.           0.           0.
 122.25244365   0.          76.51025855   0.           0.
   0.           0.           0.           0.         128.7022458
  20.42720829   0.           0.           0.           0.
   0.           0.           0.          18.9128564    0.
  68.42880267]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,39,"POLYGON Z ((90638.379 435699.83 0, 90645.71200000001 435703.331 0, 90650.407 435693.588 0, 90642.48400000001 435689.862 0, 90642.54900000001 435689.9 0, 90640.65800000001 435689.683 0, 90625.489 435687.94 0, 90623.668 435687.69 0, 90621.599 435692.89 0, 90638.258 435694.721 0, 90638.429 435694.739 0, 90636.15900000001 435699.599 0, 90636.509 435699.64 0, 90638.15900000001 435699.849 0, 90638.31000000001 435699.939 0, 90638.379 435699.83 0))",464,2319,0.4288682532527797,0.3251244418038554,0.8127557570921858,0.49476021209259863,0.38879366648368385,0.303402617589864,0.6581479134140553,0.29867257536716485,0.7389533270260942,0.7391119161989439,0.5705067726050813,0.44821493237166776,0.22162948475399136,1.6519570297184736,0.8059181847630618,0.7837549872650732,0.736583470635868,0.6888982361785743,0.5890754232843055,-1,0.494807741049584,0.41783307781509604,0.6548803350634219,0.5957212310151965,0.5962861257991194,0.7575305680682187,0.633196929073464,0.7348730350813356,0.6089208086363924,0.6626852519872914,0.5569672781921668,0.430540754925425,0.5660312041785317,1.2088965911986989,122.11742963936612,0.0
{19935DFC-F7B3-4D6E-92DD-C48EE1D1519A},Building,2,89,35,20,1895.7228181516925,2935.9150270941886,3093.934592451856,6094.371458662098,56.49942898768265,13.347458111799718,15.031421131160775,912.6281345129013,198.88003000008678,514.291861512727,198.8713090000983,7,56,20,1,15,4,15.421000000000001,11.225,4.1960000000000015,13.10085,12.979000000000001,1.6852175905502536,12.979000000000001,0.0,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         231.69639843
   0.           0.           0.           0.           0.
   0.           0.           0.          51.59047532   0.
   0.           0.           0.           0.           0.
   0.           0.         231.00498776   0.           0.
   0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,29,"POLYGON Z ((90941.85900000001 435656.52 0, 90949.285 435662.673 0, 90957.808 435652.401 0, 90946.129 435642.979 0, 90944.07900000001 435645.419 0, 90937.74100000001 435653.128 0, 90941.607 435656.331 0, 90941.85900000001 435656.52 0))",420,3880,0.7829119528352497,0.517562630594957,0.9996304614840736,0.6457008464676096,0.3440258635403065,0.2617662672587302,0.9912713807669716,0.612722331873663,0.9984159746296484,1.0076717086497284,0.1120295283238476,0.025262879763908064,0.13446221958370297,1.2983983405715933,1.00017837626111,1.0096929916879223,0.9831679442469796,0.7566430522703621,0.9032386592451226,-1,0.954061554439991,0.561622365554596,0.8848231195189521,0.8121793433166952,0.8857269337949402,1.0859701830596038,0.8325163801322156,1.0463020897992474,0.9008902722353439,0.8263493527724117,0.7924709939989537,0.6239893509263628,0.8533715679403883,1.22016996145949,0.0,0.0
{D5933CD3-4F29-4663-94EE-A2AE969F174A},Building,2,24,8,6,86.15241000029606,86.15241000145346,86.42984944603333,195.89817600052956,23.49826676603507,2.512751679028233,9.246369306897584,133.73205236980962,23.15925000007958,87.41355236965047,23.15925000007958,4,16,4,1,4,1,3.72,3.72,0.0,3.72,3.72,0.0,3.72,0.0,"[ 0.          0.          0.          0.          0.          0.
  0.          9.29278114  0.          0.          0.          0.
  0.          0.          0.          0.         34.37683399  0.
  0.          0.          0.          0.          0.          0.
  0.          9.34743625  0.          0.          0.          0.
  0.          0.          0.          0.         34.39650099  0.        ]","[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130.
 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270.
 280. 290. 300. 310. 320. 330. 340. 350. 360.]",[],True,0,"POLYGON Z ((90866.80900000001 435680.65 0, 90875.49900000001 435683.809 0, 90876.349 435681.46 0, 90867.66900000001 435678.289 0, 90866.80900000001 435680.65 0))",60,99,0.5270632008850971,0.4189144634536984,1.0,0.9999999999865656,0.5023016681375252,0.39321007419895104,0.9967900255591603,0.9967900042923191,0.8191933287946128,0.8751732359406132,0.7282445038017489,0.5976799242460538,0.3245291185407977,1.1872610046129943,0.9992424287174493,0.9995262993078402,0.7441968146779165,0.77147841181921,0.565401042484274,-1,0.49957714001245956,0.5475460113822457,0.72599118512906,0.7053861073534131,0.6322177667128938,0.6516577095074856,0.46065902414036947,0.4192050732483389,0.627856403939455,0.6585249443176571,0.5668195797324603,0.5331971727660363,0.8211162877877346,1.3296763423091866,0.0,1.4352355207321243
